WINNER,WIN_BY,NUM_OF_ROUNDS,LAST_ROUND,LAST_ROUND_TIME,TOTAL_FIGHT_TIME,WEIGHT_CATEGORY,TITLE_BOUT,REFEREE,DATE,LOCATION,R_NAME,R_AGE,R_HEIGHT,R_WEIGHT,R_REACH,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TD,R_TD_ATT,R_SUB_ATT,R_REV,R_CTRL,R_SIG_HEAD,R_SIG_HEAD_ATT,R_SIG_BODY,R_SIG_BODY_ATT,R_SIG_LEG,R_SIG_LEG_ATT,R_SIG_DIST,R_SIG_DIST_ATT,R_SIG_CLINCH,R_SIG_CLINCH_ATT,R_SIG_GROUND,R_SIG_GROUND_ATT,B_NAME,B_AGE,B_HEIGHT,B_WEIGHT,B_REACH,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TD,B_TD_ATT,B_SUB_ATT,B_REV,B_CTRL,B_SIG_HEAD,B_SIG_HEAD_ATT,B_SIG_BODY,B_SIG_BODY_ATT,B_SIG_LEG,B_SIG_LEG_ATT,B_SIG_DIST,B_SIG_DIST_ATT,B_SIG_CLINCH,B_SIG_CLINCH_ATT,B_SIG_GROUND,B_SIG_GROUND_ATT
Scott Askham,KO/TKO,3,1,285,285,Middleweight,False,Leon Roberts,"February 27, 2016","London, England, United Kingdom",Scott Askham,27.0,190.5,83.9,190.5,1,7,9,13,15,1,2,0,1,43,,,,,,,,,,,,,Chris Dempsey,28.0,177.8,83.9,182.9,0,6,10,20,24,1,4,0,0,199,,,,,,,,,,,,
Arnold Allen,Decision - Unanimous,3,3,300,900,Featherweight,False,Grant Waterman,"February 27, 2016","London, England, United Kingdom",Arnold Allen,22.0,172.7,65.8,177.8,1,31,101,40,113,4,4,0,0,252,,,,,,,,,,,,,Yaotzin Meza,35.0,175.3,65.8,180.3,0,25,61,51,93,0,8,0,0,122,,,,,,,,,,,,
Krzysztof Jotko,Decision - Unanimous,3,3,300,900,Middleweight,False,Herb Dean,"February 27, 2016","London, England, United Kingdom",Brad Scott,26.0,185.4,77.1,193.0,0,45,109,52,116,0,1,0,0,113,,,,,,,,,,,,,Krzysztof Jotko,26.0,185.4,83.9,195.6,0,59,170,72,184,2,4,0,0,28,,,,,,,,,,,,
Rustam Khabilov,Decision - Unanimous,3,3,300,900,Lightweight,False,,"February 27, 2016","London, England, United Kingdom",Norman Parke,29.0,180.3,70.3,177.8,0,17,72,17,72,1,3,0,0,108,,,,,,,,,,,,,Rustam Khabilov,29.0,172.7,70.3,185.4,0,33,85,61,114,6,9,0,0,275,,,,,,,,,,,,
Daniel Omielanczuk,Decision - Majority,3,3,91,691,Heavyweight,False,Leon Roberts,"February 27, 2016","London, England, United Kingdom",Daniel Omielanczuk,33.0,182.9,112.0,188.0,0,77,135,90,149,0,2,0,0,45,,,,,,,,,,,,,Jarjis Danho,32.0,190.5,120.2,188.0,0,38,88,55,108,0,0,0,0,165,,,,,,,,,,,,
Teemu Packalen,Submission,3,1,24,24,Lightweight,False,Grant Waterman,"February 27, 2016","London, England, United Kingdom",Teemu Packalen,28.0,185.4,70.3,190.5,1,6,11,6,11,0,0,1,0,10,,,,,,,,,,,,,Thibault Gouti,28.0,177.8,70.3,182.9,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,
David Teymur,KO/TKO,3,2,86,386,Lightweight,False,Neil Hall,"February 27, 2016","London, England, United Kingdom",David Teymur,26.0,175.3,70.3,185.4,1,38,62,41,65,1,1,0,0,29,,,,,,,,,,,,,Martin Svensson,30.0,185.4,70.3,,0,13,34,17,38,0,4,0,0,19,,,,,,,,,,,,
Donald Cerrone,Submission,5,1,153,153,Welterweight,False,Mario Yamasaki,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Donald Cerrone,32.0,185.4,70.3,185.4,0,4,6,7,10,1,2,1,0,33,,,,,,,,,,,,,Alex Oliveira,28.0,180.3,77.1,193.0,0,14,24,17,27,0,0,0,0,51,,,,,,,,,,,,
Derek Brunson,KO/TKO,3,1,158,158,Middleweight,False,Keith Peterson,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Derek Brunson,32.0,185.4,83.9,195.6,0,23,51,27,57,0,0,0,0,42,,,,,,,,,,,,,Roan Carneiro,37.0,180.3,77.1,193.0,0,0,13,0,13,0,1,0,0,0,,,,,,,,,,,,
Cody Garbrandt,KO/TKO,3,1,258,258,Catch Weight,False,Mario Yamasaki,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Cody Garbrandt,24.0,172.7,61.2,165.1,1,11,41,11,41,0,0,0,0,5,,,,,,,,,,,,,Augusto Mendes,32.0,167.6,61.2,165.1,0,11,38,11,38,0,0,0,0,0,,,,,,,,,,,,
Dennis Bermudez,Decision - Unanimous,3,3,300,900,Featherweight,False,Keith Peterson,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Dennis Bermudez,29.0,167.6,70.3,167.6,0,61,80,120,142,4,5,1,0,260,,,,,,,,,,,,,Tatsuya Kawajiri,37.0,170.2,65.8,175.3,0,12,26,27,41,1,7,0,1,446,,,,,,,,,,,,
Chris Camozzi,KO/TKO,3,1,26,26,Middleweight,False,Mario Yamasaki,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Chris Camozzi,29.0,188.0,83.9,190.5,1,11,13,11,13,0,0,0,0,1,,,,,,,,,,,,,Joe Riggs,33.0,182.9,83.9,177.8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
James Krause,Decision - Unanimous,3,3,300,900,Lightweight,False,Keith Peterson,"February 21, 2016","Pittsburgh, Pennsylvania, USA",James Krause,29.0,188.0,77.1,185.4,0,47,111,55,124,2,14,2,0,342,,,,,,,,,,,,,Shane Campbell,29.0,182.9,70.3,180.3,0,82,129,106,156,2,3,0,0,204,,,,,,,,,,,,
Sean Strickland,KO/TKO,3,3,265,865,Welterweight,False,Bill Bookwalter,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Alex Garcia,28.0,175.3,77.1,182.9,0,23,67,41,94,3,7,0,0,209,,,,,,,,,,,,,Sean Strickland,24.0,185.4,83.9,193.0,1,84,173,113,206,1,2,0,0,167,,,,,,,,,,,,
Oluwale Bamgbose,KO/TKO,3,1,60,60,Middleweight,False,James Chappell,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Daniel Sarafian,33.0,175.3,83.9,185.4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,Oluwale Bamgbose,28.0,180.3,83.9,198.1,1,8,20,8,20,0,0,0,0,5,,,,,,,,,,,,
Anthony Smith,Decision - Unanimous,3,3,300,900,Middleweight,False,Chip Snider,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Anthony Smith,27.0,193.0,93.0,193.0,0,57,101,66,111,2,5,0,0,237,,,,,,,,,,,,,Leonardo Guimaraes,33.0,182.9,83.9,,0,64,108,121,169,0,0,0,0,215,,,,,,,,,,,,
Nathan Coy,Decision - Unanimous,3,3,300,900,Welterweight,False,Keith Peterson,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Jonavin Webb,26.0,177.8,77.1,,0,21,77,36,93,3,8,0,0,34,,,,,,,,,,,,,Nathan Coy,37.0,177.8,77.1,175.3,0,37,112,71,152,3,5,0,0,440,,,,,,,,,,,,
Ashlee Evans-Smith,Decision - Split,3,3,300,900,Women's Bantamweight,False,James Chappell,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Marion Reneau,38.0,167.6,61.2,172.7,0,53,140,55,142,1,1,1,0,11,,,,,,,,,,,,,Ashlee Evans-Smith,28.0,172.7,61.2,170.2,0,55,213,57,216,1,2,0,0,49,,,,,,,,,,,,
Lauren Murphy,KO/TKO,3,3,295,895,Women's Bantamweight,False,Bill Bookwalter,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Lauren Murphy,32.0,165.1,56.7,170.2,0,95,171,188,272,1,3,0,0,376,,,,,,,,,,,,,Kelly Faszholz,30.0,172.7,61.2,,0,76,145,96,167,0,2,0,0,61,,,,,,,,,,,,
Shamil Abdurakhimov,Decision - Unanimous,3,3,300,900,Heavyweight,False,Chip Snider,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Anthony Hamilton,35.0,195.6,117.9,193.0,0,40,77,48,86,0,4,0,0,15,,,,,,,,,,,,,Shamil Abdurakhimov,34.0,190.5,106.6,193.0,0,62,104,89,132,0,2,0,0,4,,,,,,,,,,,,
Stephen Thompson,KO/TKO,5,1,211,211,Welterweight,False,John McCarthy,"February 06, 2016","Las Vegas, Nevada, USA",Johny Hendricks,32.0,175.3,83.9,175.3,0,7,16,11,22,0,2,0,0,29,,,,,,,,,,,,,Stephen Thompson,32.0,182.9,77.1,190.5,1,24,46,25,47,0,0,0,0,0,,,,,,,,,,,,
Roy Nelson,Decision - Unanimous,3,3,300,900,Heavyweight,False,Herb Dean,"February 06, 2016","Las Vegas, Nevada, USA",Roy Nelson,39.0,182.9,119.3,185.4,0,42,121,42,121,0,1,0,0,0,,,,,,,,,,,,,Jared Rosholt,29.0,188.0,120.2,190.5,0,36,120,36,120,0,2,0,0,0,,,,,,,,,,,,
Ovince Saint Preux,Decision - Unanimous,3,3,300,900,Light Heavyweight,False,Yves Lavigne,"February 06, 2016","Las Vegas, Nevada, USA",Ovince Saint Preux,32.0,190.5,93.0,203.2,0,51,102,106,165,1,2,0,0,395,,,,,,,,,,,,,Rafael Cavalcante,35.0,185.4,93.0,188.0,0,10,22,29,41,0,1,0,0,0,,,,,,,,,,,,
Joseph Benavidez,Decision - Unanimous,3,3,300,900,Flyweight,False,John McCarthy,"February 06, 2016","Las Vegas, Nevada, USA",Joseph Benavidez,31.0,162.6,56.7,165.1,0,66,197,82,214,0,0,0,0,35,,,,,,,,,,,,,Zach Makovsky,32.0,162.6,56.7,162.6,0,40,96,43,99,4,19,0,0,79,,,,,,,,,,,,
Misha Cirkunov,Submission,3,2,88,388,Light Heavyweight,False,Herb Dean,"February 06, 2016","Las Vegas, Nevada, USA",Misha Cirkunov,28.0,190.5,93.0,195.6,0,32,63,66,109,3,6,1,0,128,,,,,,,,,,,,,Alex Nicholson,25.0,193.0,83.9,195.6,0,16,51,16,51,0,0,0,0,0,,,,,,,,,,,,
Mike Pyle,KO/TKO,3,3,265,865,Welterweight,False,Yves Lavigne,"February 06, 2016","Las Vegas, Nevada, USA",Mike Pyle,40.0,182.9,77.1,188.0,0,75,177,79,181,1,4,0,1,113,,,,,,,,,,,,,Sean Spencer,28.0,177.8,77.1,188.0,1,50,208,54,213,0,0,0,0,33,,,,,,,,,,,,
Joshua Burkman,Decision - Unanimous,3,3,300,900,Lightweight,False,John McCarthy,"February 06, 2016","Las Vegas, Nevada, USA",Joshua Burkman,35.0,177.8,77.1,182.9,0,57,108,62,114,3,10,0,0,183,,,,,,,,,,,,,KJ Noons,33.0,177.8,70.3,177.8,0,33,63,45,76,0,0,0,0,0,,,,,,,,,,,,
Derrick Lewis,KO/TKO,3,1,137,137,Heavyweight,False,Mark Smith,"February 06, 2016","Las Vegas, Nevada, USA",Derrick Lewis,30.0,190.5,117.9,200.7,0,14,30,15,33,1,1,0,0,119,,,,,,,,,,,,,Damian Grabowski,35.0,185.4,109.3,190.5,0,1,3,1,3,0,1,0,0,0,,,,,,,,,,,,
Justin Scoggins,Decision - Unanimous,3,3,300,900,Flyweight,False,Herb Dean,"February 06, 2016","Las Vegas, Nevada, USA",Ray Borg,22.0,162.6,61.2,160.0,0,20,44,45,70,1,8,0,0,63,,,,,,,,,,,,,Justin Scoggins,23.0,170.2,56.7,167.6,0,57,120,81,148,4,6,0,0,434,,,,,,,,,,,,
Diego Rivas,KO/TKO,3,2,23,323,Featherweight,False,Mark Smith,"February 06, 2016","Las Vegas, Nevada, USA",Noad Lahat,31.0,175.3,65.8,175.3,0,7,13,22,36,1,1,3,1,240,,,,,,,,,,,,,Diego Rivas,24.0,172.7,65.8,175.3,1,5,9,7,12,1,1,0,0,17,,,,,,,,,,,,
Mickey Gall,Submission,3,1,45,45,Welterweight,False,Yves Lavigne,"February 06, 2016","Las Vegas, Nevada, USA",Mickey Gall,24.0,188.0,77.1,188.0,1,2,4,3,5,0,0,1,0,14,,,,,,,,,,,,,Mike Jackson,30.0,188.0,77.1,,0,3,6,3,6,0,0,0,0,0,,,,,,,,,,,,
Alex White,Decision - Unanimous,3,3,300,900,Featherweight,False,Mark Smith,"February 06, 2016","Las Vegas, Nevada, USA",Artem Lobov,29.0,175.3,65.8,165.1,0,23,108,32,118,0,0,0,0,201,,,,,,,,,,,,,Alex White,27.0,182.9,70.3,180.3,0,78,172,102,197,3,7,0,0,68,,,,,,,,,,,,
Anthony Johnson,KO/TKO,5,1,86,86,Light Heavyweight,False,Keith Peterson,"January 30, 2016","Newark, New Jersey, USA",Anthony Johnson,31.0,188.0,93.0,198.1,0,11,13,13,15,0,0,0,0,73,,,,,,,,,,,,,Ryan Bader,32.0,188.0,93.0,188.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
Ben Rothwell,Submission,3,2,228,528,Heavyweight,False,Gary Copeland,"January 30, 2016","Newark, New Jersey, USA",Josh Barnett,38.0,190.5,113.4,198.1,0,35,68,35,68,0,1,0,0,28,,,,,,,,,,,,,Ben Rothwell,34.0,193.0,120.2,198.1,0,35,91,38,94,0,0,1,0,7,,,,,,,,,,,,
Jimmie Rivera,Decision - Unanimous,3,3,300,900,Bantamweight,False,Liam Kerrigan,"January 30, 2016","Newark, New Jersey, USA",Iuri Alcantara,35.0,175.3,61.2,180.3,0,41,106,43,108,0,0,0,0,1,,,,,,,,,,,,,Jimmie Rivera,26.0,162.6,65.8,172.7,0,45,102,64,124,3,6,0,0,132,,,,,,,,,,,,
Bryan Barberena,Submission,3,2,186,486,Welterweight,False,Keith Peterson,"January 30, 2016","Newark, New Jersey, USA",Sage Northcutt,19.0,182.9,77.1,180.3,0,18,45,27,56,1,5,0,0,84,,,,,,,,,,,,,Bryan Barberena,26.0,182.9,77.1,182.9,0,26,48,67,94,1,1,1,0,195,,,,,,,,,,,,
Tarec Saffiedine,Decision - Unanimous,3,3,300,900,Welterweight,False,Gasper Oliver,"January 30, 2016","Newark, New Jersey, USA",Tarec Saffiedine,29.0,177.8,77.1,177.8,0,54,131,58,135,0,1,0,0,61,,,,,,,,,,,,,Jake Ellenberger,30.0,175.3,77.1,180.3,0,30,99,39,109,0,4,0,0,54,,,,,,,,,,,,
Diego Ferreira,Decision - Unanimous,3,3,300,900,Lightweight,False,Vitor Ribeiro,"January 30, 2016","Newark, New Jersey, USA",Olivier Aubin-Mercier,26.0,175.3,70.3,177.8,0,49,93,55,99,1,5,0,0,57,,,,,,,,,,,,,Diego Ferreira,31.0,175.3,70.3,188.0,0,65,152,130,226,0,5,0,1,243,,,,,,,,,,,,
Rafael Natal,KO/TKO,3,3,217,817,Middleweight,False,Gary Copeland,"January 30, 2016","Newark, New Jersey, USA",Rafael Natal,33.0,182.9,83.9,195.6,1,54,87,123,168,4,7,0,0,332,,,,,,,,,,,,,Kevin Casey,34.0,180.3,83.9,195.6,0,16,49,30,64,0,2,0,0,130,,,,,,,,,,,,
Wilson Reis,Decision - Unanimous,3,3,300,900,Flyweight,False,Vitor Ribeiro,"January 30, 2016","Newark, New Jersey, USA",Dustin Ortiz,27.0,165.1,56.7,165.1,0,45,130,64,152,1,6,0,0,15,,,,,,,,,,,,,Wilson Reis,31.0,162.6,56.7,165.1,0,48,125,96,186,9,23,0,0,411,,,,,,,,,,,,
Alexander Yakovlev,KO/TKO,3,1,239,239,Welterweight,False,Gasper Oliver,"January 30, 2016","Newark, New Jersey, USA",George Sullivan,34.0,182.9,77.1,185.4,0,14,22,19,27,0,0,0,0,102,,,,,,,,,,,,,Alexander Yakovlev,31.0,190.5,70.3,188.0,1,15,18,17,20,2,2,0,0,0,,,,,,,,,,,,
Alex Caceres,Decision - Unanimous,3,3,300,900,Featherweight,False,Gary Copeland,"January 30, 2016","Newark, New Jersey, USA",Alex Caceres,27.0,177.8,65.8,185.4,0,74,144,80,153,1,3,0,0,107,,,,,,,,,,,,,Masio Fullen,29.0,177.8,65.8,177.8,0,36,108,38,110,0,1,0,0,5,,,,,,,,,,,,
Randy Brown,Decision - Unanimous,3,3,300,900,Welterweight,False,Liam Kerrigan,"January 30, 2016","Newark, New Jersey, USA",Matt Dwyer,26.0,193.0,77.1,193.0,0,46,97,50,101,1,8,0,0,172,,,,,,,,,,,,,Randy Brown,25.0,190.5,77.1,198.1,0,48,108,61,122,1,4,1,0,209,,,,,,,,,,,,
Anthony Rocco Martin,Submission,3,3,182,782,Lightweight,False,Liam Kerrigan,"January 30, 2016","Newark, New Jersey, USA",Anthony Rocco Martin,26.0,182.9,77.1,185.4,0,60,141,64,147,2,7,1,0,241,,,,,,,,,,,,,Felipe Olivieri,30.0,175.3,70.3,,0,87,150,94,159,0,1,0,0,19,,,,,,,,,,,,
Dominick Cruz,Decision - Split,5,5,300,1500,Bantamweight,True,Herb Dean,"January 17, 2016","Boston, Massachusetts, USA",TJ Dillashaw,29.0,167.6,56.7,170.2,0,109,408,130,430,1,8,0,0,72,,,,,,,,,,,,,Dominick Cruz,30.0,172.7,61.2,172.7,0,112,302,122,312,4,11,0,0,33,,,,,,,,,,,,
Eddie Alvarez,Decision - Split,3,3,300,900,Lightweight,False,,"January 17, 2016","Boston, Massachusetts, USA",Anthony Pettis,28.0,177.8,70.3,182.9,0,56,109,109,164,0,0,0,0,0,,,,,,,,,,,,,Eddie Alvarez,32.0,175.3,70.3,175.3,0,42,90,74,129,6,15,0,0,458,,,,,,,,,,,,
Travis Browne,KO/TKO,3,3,249,849,Heavyweight,False,Gary Forman,"January 17, 2016","Boston, Massachusetts, USA",Travis Browne,33.0,198.1,115.7,200.7,0,51,114,61,124,2,3,0,0,166,,,,,,,,,,,,,Matt Mitrione,37.0,190.5,120.2,208.3,1,27,61,28,62,0,1,0,0,0,,,,,,,,,,,,
Francisco Trinaldo,Decision - Unanimous,3,3,300,900,Lightweight,False,Herb Dean,"January 17, 2016","Boston, Massachusetts, USA",Ross Pearson,31.0,172.7,70.3,175.3,0,28,85,32,89,2,2,0,0,62,,,,,,,,,,,,,Francisco Trinaldo,37.0,175.3,70.3,177.8,0,51,112,53,114,1,3,0,0,65,,,,,,,,,,,,
Patrick Cote,KO/TKO,3,2,74,374,Welterweight,False,Steve Rita,"January 17, 2016","Boston, Massachusetts, USA",Patrick Cote,35.0,180.3,77.1,190.5,1,42,63,55,76,0,0,1,1,90,,,,,,,,,,,,,Ben Saunders,32.0,188.0,77.1,195.6,0,11,27,44,60,1,1,0,0,94,,,,,,,,,,,,
Ed Herman,KO/TKO,3,2,99,399,Light Heavyweight,False,Kevin MacDonald,"January 17, 2016","Boston, Massachusetts, USA",Tim Boetsch,34.0,182.9,83.9,188.0,0,27,64,32,69,0,0,0,0,8,,,,,,,,,,,,,Ed Herman,35.0,185.4,93.0,195.6,1,47,82,56,91,0,0,0,0,15,,,,,,,,,,,,
Chris Wade,Submission,3,1,270,270,Lightweight,False,Gary Forman,"January 17, 2016","Boston, Massachusetts, USA",Chris Wade,28.0,177.8,70.3,177.8,0,5,13,40,58,2,2,1,0,256,,,,,,,,,,,,,Mehdi Baghdad,30.0,185.4,70.3,,0,1,5,2,6,0,0,0,0,0,,,,,,,,,,,,
Luke Sanders,Submission,3,1,218,218,Featherweight,False,Herb Dean,"January 17, 2016","Boston, Massachusetts, USA",Maximo Blanco,32.0,172.7,65.8,180.3,0,16,39,17,40,1,1,1,0,29,,,,,,,,,,,,,Luke Sanders,30.0,167.6,61.2,170.2,1,26,48,27,49,0,0,1,0,12,,,,,,,,,,,,
Paul Felder,Submission,3,3,236,836,Lightweight,False,Steve Rita,"January 17, 2016","Boston, Massachusetts, USA",Paul Felder,31.0,180.3,70.3,177.8,0,46,87,69,110,2,4,3,0,372,,,,,,,,,,,,,Daron Cruickshank,30.0,172.7,70.3,182.9,0,32,58,54,82,3,8,0,0,177,,,,,,,,,,,,
Ilir Latifi,KO/TKO,3,1,30,30,Light Heavyweight,False,Kevin MacDonald,"January 17, 2016","Boston, Massachusetts, USA",Ilir Latifi,32.0,177.8,93.0,185.4,1,2,3,2,3,0,0,0,0,1,,,,,,,,,,,,,Sean O'Connell,32.0,185.4,93.0,188.0,0,1,3,1,3,0,0,0,0,0,,,,,,,,,,,,
Charles Rosa,Decision - Unanimous,3,3,300,900,Featherweight,False,Gary Forman,"January 17, 2016","Boston, Massachusetts, USA",Charles Rosa,29.0,175.3,65.8,175.3,0,92,232,95,237,1,8,0,0,63,,,,,,,,,,,,,Kyle Bochniak,28.0,170.2,65.8,177.8,1,52,129,53,130,1,5,0,0,44,,,,,,,,,,,,
Rob Font,KO/TKO,3,2,253,553,Bantamweight,False,Herb Dean,"January 17, 2016","Boston, Massachusetts, USA",Rob Font,28.0,172.7,61.2,180.3,1,52,110,56,115,1,5,0,0,66,,,,,,,,,,,,,Joey Gomez,26.0,177.8,70.3,180.3,0,15,71,19,75,1,1,0,0,24,,,,,,,,,,,,
Francimar Barroso,Decision - Unanimous,3,3,300,900,Light Heavyweight,False,Steve Rita,"January 17, 2016","Boston, Massachusetts, USA",Francimar Barroso,35.0,185.4,93.0,190.5,0,57,95,90,132,1,10,0,0,194,,,,,,,,,,,,,Elvis Mutapcic,29.0,182.9,83.9,182.9,0,38,120,65,148,0,0,0,0,0,,,,,,,,,,,,
Robbie Lawler,Decision - Split,5,5,300,1500,Welterweight,True,John McCarthy,"January 02, 2016","Las Vegas, Nevada, USA",Robbie Lawler,33.0,180.3,77.1,188.0,1,92,177,93,178,0,0,0,0,42,,,,,,,,,,,,,Carlos Condit,31.0,188.0,77.1,190.5,0,176,495,177,497,0,0,0,0,10,,,,,,,,,,,,
Stipe Miocic,KO/TKO,3,1,54,54,Heavyweight,False,Herb Dean,"January 02, 2016","Las Vegas, Nevada, USA",Stipe Miocic,33.0,193.0,108.9,203.2,1,11,15,11,15,0,0,0,0,2,,,,,,,,,,,,,Andrei Arlovski,36.0,190.5,108.9,195.6,0,7,12,7,12,0,0,0,0,0,,,,,,,,,,,,
Albert Tumenov,Decision - Split,3,3,300,900,Welterweight,False,Mario Yamasaki,"January 02, 2016","Las Vegas, Nevada, USA",Lorenz Larkin,29.0,180.3,77.1,182.9,0,69,155,69,155,0,2,0,0,14,,,,,,,,,,,,,Albert Tumenov,24.0,180.3,77.1,185.4,0,76,194,76,194,0,2,0,0,17,,,,,,,,,,,,
Brian Ortega,Submission,3,3,97,697,Featherweight,False,John McCarthy,"January 02, 2016","Las Vegas, Nevada, USA",Diego Brandao,28.0,170.2,65.8,162.6,0,56,108,61,116,2,3,0,0,20,,,,,,,,,,,,,Brian Ortega,24.0,172.7,65.8,175.3,0,29,110,33,114,0,1,2,0,103,,,,,,,,,,,,
Abel Trujillo,Submission,3,1,198,198,Lightweight,False,Herb Dean,"January 02, 2016","Las Vegas, Nevada, USA",Abel Trujillo,32.0,172.7,70.3,177.8,0,4,11,4,11,0,2,1,0,17,,,,,,,,,,,,,Tony Sims,30.0,180.3,70.3,177.8,0,5,12,5,12,1,1,0,0,12,,,,,,,,,,,,
Michael McDonald,Submission,3,2,129,429,Bantamweight,False,Mario Yamasaki,"January 02, 2016","Las Vegas, Nevada, USA",Michael McDonald,24.0,175.3,61.2,177.8,0,5,13,6,14,0,0,2,0,12,,,,,,,,,,,,,Masanori Kanehara,33.0,170.2,61.2,170.2,0,15,17,77,81,2,2,1,0,350,,,,,,,,,,,,
Alex Morono,Decision - Split,3,3,300,900,Welterweight,False,John McCarthy,"January 02, 2016","Las Vegas, Nevada, USA",Kyle Noke,35.0,185.4,77.1,193.0,0,59,134,79,155,1,3,0,0,190,,,,,,,,,,,,,Alex Morono,25.0,180.3,77.1,182.9,0,43,125,81,166,0,0,1,0,66,,,,,,,,,,,,
Justine Kish,Decision - Unanimous,3,3,300,900,Women's Strawweight,False,Chris Tognoni,"January 02, 2016","Las Vegas, Nevada, USA",Justine Kish,27.0,165.1,56.7,162.6,0,72,135,91,155,3,10,0,0,171,,,,,,,,,,,,,Nina Ansaroff,30.0,165.1,52.2,162.6,0,92,174,107,194,1,2,0,1,160,,,,,,,,,,,,
Drew Dober,Decision - Unanimous,3,3,300,900,Lightweight,False,Herb Dean,"January 02, 2016","Las Vegas, Nevada, USA",Scott Holtzman,32.0,175.3,70.3,175.3,0,38,69,79,115,2,5,0,0,239,,,,,,,,,,,,,Drew Dober,27.0,172.7,70.3,177.8,0,36,88,63,119,5,14,0,0,315,,,,,,,,,,,,
Dustin Poirier,Decision - Unanimous,3,3,300,900,Lightweight,False,Chris Tognoni,"January 02, 2016","Las Vegas, Nevada, USA",Dustin Poirier,26.0,175.3,70.3,182.9,0,72,137,88,153,4,7,0,0,563,,,,,,,,,,,,,Joe Duffy,27.0,177.8,70.3,185.4,0,37,100,60,123,0,0,1,0,8,,,,,,,,,,,,
Michinori Tanaka,Decision - Split,3,3,300,900,Bantamweight,False,Mario Yamasaki,"January 02, 2016","Las Vegas, Nevada, USA",Joe Soto,28.0,167.6,61.2,165.1,0,71,111,98,138,1,3,4,0,14,,,,,,,,,,,,,Michinori Tanaka,25.0,165.1,61.2,170.2,0,57,190,68,202,3,6,0,0,306,,,,,,,,,,,,
Sheldon Westcott,KO/TKO,3,1,192,192,Welterweight,False,Chris Tognoni,"January 02, 2016","Las Vegas, Nevada, USA",Sheldon Westcott,31.0,185.4,77.1,180.3,0,33,79,60,115,1,1,0,0,147,,,,,,,,,,,,,Edgar Garcia,31.0,177.8,77.1,180.3,0,1,3,1,3,0,0,0,0,0,,,,,,,,,,,,
Rafael Dos Anjos,KO/TKO,5,1,66,66,Lightweight,True,Herb Dean,"December 19, 2015","Orlando, Florida, USA",Rafael Dos Anjos,31.0,172.7,70.3,177.8,0,26,44,26,44,0,0,0,0,9,,,,,,,,,,,,,Donald Cerrone,32.0,185.4,70.3,185.4,0,4,7,4,7,0,1,0,0,0,,,,,,,,,,,,
Alistair Overeem,KO/TKO,3,2,283,583,Heavyweight,False,Dan Miragliotta,"December 19, 2015","Orlando, Florida, USA",Junior Dos Santos,31.0,193.0,108.0,195.6,0,22,46,22,46,0,0,0,0,0,,,,,,,,,,,,,Alistair Overeem,35.0,193.0,120.2,203.2,1,32,43,32,43,0,1,0,0,3,,,,,,,,,,,,
Nate Diaz,Decision - Unanimous,3,3,300,900,Lightweight,False,Jorge Alonso,"December 19, 2015","Orlando, Florida, USA",Michael Johnson,29.0,177.8,70.3,185.4,0,103,301,104,303,1,1,0,0,19,,,,,,,,,,,,,Nate Diaz,30.0,182.9,77.1,193.0,0,153,300,157,304,0,0,0,0,0,,,,,,,,,,,,
Karolina Kowalkiewicz,Decision - Unanimous,3,3,300,900,Women's Strawweight,False,Herb Dean,"December 19, 2015","Orlando, Florida, USA",Randa Markos,30.0,162.6,52.2,160.0,0,34,100,56,125,1,9,0,0,319,,,,,,,,,,,,,Karolina Kowalkiewicz,30.0,160.0,52.2,162.6,0,66,169,104,216,0,0,0,0,89,,,,,,,,,,,,
Charles Oliveira,Submission,3,1,185,185,Featherweight,False,John Hosegood,"December 19, 2015","Orlando, Florida, USA",Charles Oliveira,26.0,177.8,70.3,188.0,0,5,10,10,16,1,1,1,0,11,,,,,,,,,,,,,Myles Jury,27.0,177.8,65.8,185.4,0,5,16,5,16,0,0,0,0,97,,,,,,,,,,,,
