WINNER,NUM_OF_ROUNDS,LAST_ROUND,LAST_ROUND_TIME,TOTAL_FIGHT_TIME,TITLE_BOUT,DECISION_MAJORITY,DECISION_SPLIT,DECISION_UNANIMOUS,KO/TKO,SUBMISSION,BANTAMWEIGHT,CATCH WEIGHT,FEATHERWEIGHT,FLYWEIGHT,HEAVYWEIGHT,LIGHT HEAVYWEIGHT,LIGHTWEIGHT,MIDDLEWEIGHT,WELTERWEIGHT,WOMEN'S BANTAMWEIGHT,WOMEN'S FEATHERWEIGHT,WOMEN'S FLYWEIGHT,WOMEN'S STRAWWEIGHT,REFEREE,DATE,LOCATION,R_ODDS,B_ODDS,R_NAME,R_AGE,R_HEIGHT,R_WEIGHT,R_REACH,R_STYLE,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TD,R_TD_ATT,R_SUB_ATT,R_REV,R_CTRL,R_HEAD,R_HEAD_ATT,R_BODY,R_BODY_ATT,R_LEG,R_LEG_ATT,R_DISTANCE,R_DISTANCE_ATT,R_CLINCH,R_CLINCH_ATT,R_GROUND,R_GROUND_ATT,B_NAME,B_AGE,B_HEIGHT,B_WEIGHT,B_REACH,B_STYLE,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TD,B_TD_ATT,B_SUB_ATT,B_REV,B_CTRL,B_HEAD,B_HEAD_ATT,B_BODY,B_BODY_ATT,B_LEG,B_LEG_ATT,B_DISTANCE,B_DISTANCE_ATT,B_CLINCH,B_CLINCH_ATT,B_GROUND,B_GROUND_ATT
Spike Carlyle,3,1,85,85,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Howard,"February 29, 2020","Norfolk, Virginia, USA",1.53,2.65,Aalon Cruz,30.0,182.9,65.8,198.1,2,0,2,12,2,12,0,1,0,0,5,2,4,0,4,0,4,2,12,0,0,0,0,Spike Carlyle,26.0,172.7,65.8,180.3,4,0,20,29,29,38,0,0,0,0,7,19,27,0,1,1,1,2,6,4,5,14,18
Sean Brady,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Scott Howard,"February 29, 2020","Norfolk, Virginia, USA",2.05,1.8,Sean Brady,27.0,177.8,77.1,182.9,5,0,47,91,125,191,4,9,1,0,478,30,71,3,3,14,17,32,73,1,1,14,17,Ismail Naurdiev,23.0,177.8,77.1,188.0,0,0,37,87,38,88,0,1,0,0,18,16,64,10,10,11,13,33,79,4,8,0,0
Dan Hooker,5,5,300,1500,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Marc Goddard,"February 22, 2020","Auckland, New Zealand",2.3,1.67,Paul Felder,35.0,180.3,70.3,177.8,0,0,110,230,119,243,0,1,0,0,3,64,170,19,26,27,34,105,218,5,12,0,0,Dan Hooker,30.0,182.9,70.3,190.5,5,0,122,221,133,234,1,5,0,0,305,72,161,10,13,40,47,120,217,2,4,0,0
Jimmy Crute,3,1,209,209,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Sharp,"February 22, 2020","Auckland, New Zealand",2.0,1.83,Jimmy Crute,23.0,188.0,93.0,188.0,0,0,2,8,13,23,8,10,1,0,183,2,7,0,1,0,0,2,6,0,2,0,0,Michal Oleksiejczuk,24.0,182.9,93.0,188.0,5,0,3,6,7,10,0,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0
Yan Xiaonan,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mark Craig,"February 22, 2020","Auckland, New Zealand",3.25,1.38,Karolina Kowalkiewicz,34.0,160.0,52.2,162.6,5,0,38,85,51,103,0,1,1,0,104,19,55,7,14,12,16,35,79,3,6,0,0,Yan Xiaonan,30.0,165.1,52.2,160.0,5,0,93,178,157,254,5,6,0,0,307,59,138,20,23,14,17,73,151,7,10,13,17
Marcos Rogerio de Lima,3,1,88,88,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neil Swailes,"February 22, 2020","Auckland, New Zealand",2.3,1.67,Ben Sosoli,30.0,182.9,120.2,182.9,4,0,5,17,5,17,0,0,0,0,0,4,16,1,1,0,0,5,17,0,0,0,0,Marcos Rogerio de Lima,34.0,185.4,114.8,190.5,0,1,19,34,19,34,0,0,0,0,2,15,30,2,2,2,2,18,33,0,0,1,1
Brad Riddell,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,John Sharp,"February 22, 2020","Auckland, New Zealand",2.2,1.71,Brad Riddell,28.0,170.2,70.3,180.3,0,1,38,72,60,97,1,1,0,0,122,21,49,12,17,5,6,20,45,3,3,15,24,Magomed Mustafaev,31.0,172.7,70.3,180.3,4,0,28,46,36,56,8,11,0,0,423,10,23,7,11,11,12,12,27,8,10,8,9
Zubaira Tukhugov,3,1,201,201,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marc Goddard,"February 22, 2020","Auckland, New Zealand",1.87,1.95,Kevin Aguilar,31.0,170.2,70.3,185.4,0,0,9,28,9,28,0,0,0,0,0,4,22,3,4,2,2,9,28,0,0,0,0,Zubaira Tukhugov,29.0,172.7,65.8,172.7,4,2,28,36,28,37,0,0,0,0,9,26,34,2,2,0,0,15,22,0,0,13,14
Jalin Turner,3,2,181,481,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Craig,"February 22, 2020","Auckland, New Zealand",1.48,2.75,Jalin Turner,24.0,190.5,70.3,195.6,5,0,55,91,90,129,0,1,3,0,261,38,65,17,25,0,1,14,37,9,15,32,39,Josh Culibao,25.0,177.8,70.3,185.4,4,0,12,28,12,30,0,3,0,0,10,7,21,4,6,1,1,9,23,3,5,0,0
Jake Matthews,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,John Sharp,"February 22, 2020","Auckland, New Zealand",1.5,2.7,Jake Matthews,25.0,180.3,77.1,185.4,0,1,33,73,71,112,4,7,0,0,507,32,70,1,3,0,0,26,62,4,5,3,6,Emil Meek,31.0,180.3,77.1,188.0,4,0,50,118,85,162,0,1,0,0,4,35,95,10,12,5,11,19,78,21,29,10,11
Song Kenan,3,1,140,140,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Neil Swailes,"February 22, 2020","Auckland, New Zealand",2.7,1.5,Callan Potter,35.0,182.9,77.1,182.9,0,0,7,15,8,17,1,1,0,0,3,6,14,1,1,0,0,5,12,2,3,0,0,Song Kenan,29.0,182.9,77.1,180.3,0,1,17,35,21,40,0,0,0,0,7,12,29,5,6,0,0,14,29,2,5,1,1
Kai Kara-France,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marc Goddard,"February 22, 2020","Auckland, New Zealand",1.38,3.2,Kai Kara-France,26.0,162.6,56.7,175.3,5,0,78,257,78,257,0,4,0,0,17,51,218,9,17,18,22,72,246,5,9,1,2,Tyson Nam,36.0,170.2,56.7,172.7,0,0,50,153,52,155,0,4,0,0,53,34,131,11,17,5,5,48,146,2,7,0,0
Angela Hill,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,John Sharp,"February 22, 2020","Auckland, New Zealand",2.55,1.57,Loma Lookboonmee,24.0,154.9,52.2,154.9,5,0,53,130,68,156,1,1,0,0,95,24,83,15,29,14,18,43,115,10,14,0,1,Angela Hill,35.0,160.0,52.2,162.6,5,0,48,126,70,163,1,4,1,0,192,38,101,8,22,2,3,31,90,14,31,3,5
Priscila Cachoeira,3,1,40,40,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Neil Swailes,"February 22, 2020","Auckland, New Zealand",2.8,1.45,Priscila Cachoeira,31.0,170.2,61.2,165.1,0,1,8,18,8,18,0,0,0,0,2,8,18,0,0,0,0,8,17,0,0,0,1,Shana Dobson,30.0,167.6,56.7,175.3,0,0,5,11,5,11,0,0,0,0,0,4,9,1,2,0,0,5,11,0,0,0,0
Jan Blachowicz,5,1,188,188,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"February 15, 2020","Rio Rancho, New Mexico, USA",1.43,2.95,Corey Anderson,30.0,190.5,93.0,200.7,5,0,11,27,11,27,0,0,0,0,3,4,19,3,4,4,4,11,27,0,0,0,0,Jan Blachowicz,36.0,188.0,93.0,198.1,0,1,13,31,13,31,0,0,0,0,2,11,27,1,3,1,1,12,29,0,1,1,1
Montana De La Rosa,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Joe Coca,"February 15, 2020","Rio Rancho, New Mexico, USA",1.57,2.55,Montana De La Rosa,25.0,170.2,56.7,172.7,0,1,27,67,74,128,1,3,1,0,510,15,51,8,10,4,6,14,51,4,6,9,10,Mara Romero Borella,33.0,167.6,56.7,175.3,4,0,23,53,64,99,1,2,0,0,108,15,44,3,4,5,5,15,44,5,6,3,3
Ray Borg,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"February 15, 2020","Rio Rancho, New Mexico, USA",2.3,1.67,Rogerio Bontorin,27.0,165.1,56.7,170.2,4,0,9,20,24,35,0,2,0,0,103,3,14,5,5,1,1,3,13,5,6,1,1,Ray Borg,26.0,162.6,61.2,160.0,4,0,35,45,60,74,10,19,0,0,683,35,44,0,1,0,0,2,7,12,16,21,22
Lando Vannata,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,"February 15, 2020","Rio Rancho, New Mexico, USA",1.83,2.0,Lando Vannata,27.0,175.3,70.3,180.3,5,0,99,188,100,189,0,3,0,0,4,36,107,29,38,34,43,98,185,1,3,0,0,Yancy Medeiros,32.0,177.8,70.3,190.5,0,0,68,193,68,193,0,1,0,0,0,42,163,14,17,12,13,66,191,2,2,0,0
Daniel Rodriguez,3,2,217,517,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Herb Dean,"February 15, 2020","Rio Rancho, New Mexico, USA",1.29,3.85,Tim Means,35.0,188.0,77.1,190.5,5,0,41,95,41,95,1,3,0,0,11,19,61,12,24,10,10,41,92,0,3,0,0,Daniel Rodriguez,33.0,185.4,77.1,188.0,2,1,49,121,49,121,0,0,1,0,4,37,107,5,7,7,7,49,119,0,2,0,0
John Dodson,3,3,16,616,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Coca,"February 15, 2020","Rio Rancho, New Mexico, USA",2.3,1.67,John Dodson,35.0,160.0,61.2,167.6,0,1,39,72,57,91,0,0,0,0,119,31,64,5,5,3,3,31,62,4,5,4,5,Nathaniel Wood,26.0,167.6,63.5,175.3,5,0,46,99,68,124,1,1,0,0,48,24,63,6,15,16,21,40,92,5,6,1,1
Scott Holtzman,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Romero,"February 15, 2020","Rio Rancho, New Mexico, USA",2.15,1.74,Jim Miller,36.0,172.7,70.3,180.3,1,0,58,121,66,131,0,2,0,0,27,33,93,13,15,12,13,44,104,11,14,3,3,Scott Holtzman,36.0,175.3,70.3,175.3,5,0,88,197,120,231,1,1,0,0,297,77,180,5,8,6,9,70,169,10,16,8,12
Devin Clark,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jason Herzog,"February 15, 2020","Rio Rancho, New Mexico, USA",1.25,4.25,Devin Clark,29.0,182.9,93.0,190.5,0,0,39,54,122,150,3,4,0,0,606,19,32,13,14,7,8,9,20,3,4,27,30,Dequan Townsend,33.0,190.5,93.0,200.7,4,0,6,36,37,69,0,0,0,0,0,4,33,2,3,0,0,2,32,4,4,0,0
Merab Dvalishvili,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Coca,"February 15, 2020","Rio Rancho, New Mexico, USA",2.5,1.59,Casey Kenney,28.0,170.2,63.5,172.7,5,0,45,118,47,120,0,0,0,0,5,22,87,10,17,13,14,42,112,3,6,0,0,Merab Dvalishvili,29.0,167.6,61.2,172.7,0,0,63,181,114,241,12,24,0,0,340,30,137,14,23,19,21,43,156,7,8,13,17
Macy Chiasson,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Herb Dean,"February 15, 2020","Rio Rancho, New Mexico, USA",1.12,6.5,Macy Chiasson,28.0,180.3,61.2,182.9,0,0,86,166,154,253,3,8,0,0,513,48,120,38,46,0,0,16,49,45,61,25,56,Shanna Young,28.0,170.2,61.2,165.1,0,0,40,71,50,83,0,1,0,0,22,32,57,7,12,1,2,24,54,16,17,0,0
Raulian Paiva,3,2,282,582,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Romero,"February 15, 2020","Rio Rancho, New Mexico, USA",3.05,1.41,Mark De La Rosa,25.0,167.6,61.2,165.1,0,0,45,124,45,124,0,2,0,0,0,21,91,15,24,9,9,44,122,1,2,0,0,Raulian Paiva,24.0,172.7,56.7,175.3,5,1,54,126,67,139,0,0,0,0,108,33,98,10,13,11,15,45,116,8,9,1,1
Jon Jones,5,5,300,1500,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"February 08, 2020","Houston, Texas, USA",1.22,4.65,Jon Jones,32.0,193.0,93.0,213.4,0,0,104,166,107,170,2,9,0,0,101,31,74,30,39,43,53,101,161,3,5,0,0,Dominick Reyes,30.0,193.0,93.0,195.6,5,0,116,259,119,263,0,0,0,0,0,41,169,48,55,27,35,109,252,7,7,0,0
Valentina Shevchenko,5,3,63,663,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Jacob Montalvo,"February 08, 2020","Houston, Texas, USA",1.11,7.1,Valentina Shevchenko,31.0,165.1,56.7,167.6,0,0,40,65,57,82,3,3,0,0,212,26,48,3,4,11,13,23,48,0,0,17,17,Katlyn Chookagian,31.0,175.3,56.7,172.7,0,0,17,56,27,68,0,0,0,0,0,0,28,5,9,12,19,17,56,0,0,0,0
Justin Tafa,3,1,119,119,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Rexroad,"February 08, 2020","Houston, Texas, USA",1.42,3.0,Juan Adams,28.0,195.6,120.2,203.2,2,0,7,11,7,11,0,0,0,0,0,3,4,2,4,2,3,7,11,0,0,0,0,Justin Tafa,26.0,182.9,119.7,188.0,0,1,10,15,10,15,0,0,0,0,2,5,9,0,1,5,5,8,11,1,1,1,3
Dan Ige,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kerry Hatley,"February 08, 2020","Houston, Texas, USA",1.8,2.05,Mirsad Bektic,28.0,172.7,65.8,177.8,4,0,17,60,29,74,3,10,1,0,393,14,56,3,4,0,0,14,54,3,6,0,0,Dan Ige,28.0,170.2,65.8,180.3,0,0,43,88,64,117,1,2,0,0,54,27,70,15,17,1,1,28,68,12,16,3,4
Derrick Lewis,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"February 08, 2020","Houston, Texas, USA",1.44,2.85,Derrick Lewis,35.0,190.5,117.9,200.7,4,0,20,50,27,58,0,1,0,0,41,12,39,8,10,0,1,12,38,8,12,0,0,Ilir Latifi,36.0,177.8,93.0,185.4,4,0,5,12,62,77,3,7,0,0,528,2,8,1,1,2,3,3,8,2,4,0,0
Trevin Giles,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jacob Montalvo,"February 08, 2020","Houston, Texas, USA",1.59,2.3,Trevin Giles,27.0,182.9,83.9,188.0,0,0,71,148,88,167,0,0,1,1,219,63,139,6,7,2,2,36,92,7,16,28,40,James Krause,33.0,188.0,77.1,185.4,5,0,44,80,59,98,1,4,4,0,232,18,49,8,12,18,19,39,74,5,6,0,0
Lauren Murphy,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Jeff Rexroad,"February 08, 2020","Houston, Texas, USA",3.6,1.31,Lauren Murphy,36.0,165.1,56.7,170.2,0,0,80,197,107,228,2,4,0,1,151,70,181,9,15,1,1,75,190,5,7,0,0,Andrea Lee,30.0,167.6,56.7,175.3,5,0,104,267,107,271,0,3,1,0,37,51,194,34,51,19,22,99,261,4,5,1,1
Khaos Williams,3,1,27,27,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kerry Hatley,"February 08, 2020","Houston, Texas, USA",1.29,3.85,Alex Morono,29.0,180.3,77.1,182.9,5,0,1,4,1,4,0,0,0,0,0,1,3,0,1,0,0,1,4,0,0,0,0,Khaos Williams,25.0,182.9,77.1,195.6,0,1,10,17,10,17,0,1,0,0,5,6,12,4,4,0,1,4,10,4,4,2,3
Mario Bautista,3,2,101,401,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"February 08, 2020","Houston, Texas, USA",1.76,2.12,Miles Johns,25.0,170.2,61.2,167.6,0,0,13,44,13,44,0,0,0,0,0,11,42,0,0,2,2,13,44,0,0,0,0,Mario Bautista,26.0,175.3,61.2,175.3,5,1,18,67,18,67,0,0,0,0,4,18,64,0,0,0,3,9,57,0,0,9,10
Andre Ewell,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kerry Hatley,"February 08, 2020","Houston, Texas, USA",1.75,2.13,Andre Ewell,32.0,172.7,61.2,190.5,5,0,80,177,85,184,0,0,0,0,2,32,123,43,49,5,5,78,172,2,5,0,0,Jonathan Martinez,25.0,172.7,65.8,177.8,0,0,66,142,74,151,0,3,0,0,90,30,88,15,27,21,27,65,141,1,1,0,0
Youssef Zalal,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Rexroad,"February 08, 2020","Houston, Texas, USA",1.48,2.75,Austin Lingo,25.0,177.8,65.8,177.8,4,0,12,61,16,68,1,1,0,0,85,5,47,5,10,2,4,11,56,1,5,0,0,Youssef Zalal,23.0,177.8,65.8,182.9,4,0,31,55,49,80,6,12,2,0,398,16,37,6,9,9,9,28,51,2,2,1,2
Curtis Blaydes,5,2,66,366,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"January 25, 2020","Raleigh, North Carolina, USA",1.36,3.4,Curtis Blaydes,28.0,193.0,120.2,203.2,0,0,28,60,29,62,0,6,0,0,19,20,51,3,3,5,6,19,51,9,9,0,0,Junior Dos Santos,35.0,193.0,108.0,195.6,5,0,7,30,7,30,0,0,0,0,0,3,23,2,4,2,3,7,30,0,0,0,0
Michael Chiesa,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kevin MacDonald,"January 25, 2020","Raleigh, North Carolina, USA",1.44,2.85,Rafael Dos Anjos,35.0,172.7,70.3,177.8,0,0,14,36,23,52,0,1,0,0,41,2,23,4,4,8,9,14,36,0,0,0,0,Michael Chiesa,32.0,185.4,77.1,190.5,4,0,9,51,54,107,6,8,0,0,613,6,45,2,5,1,1,9,49,0,1,0,1
Alex Perez,3,1,153,153,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"January 25, 2020","Raleigh, North Carolina, USA",3.1,1.4,Jordan Espinosa,30.0,167.6,56.7,175.3,5,0,2,13,2,13,0,0,0,0,0,1,9,0,0,1,4,2,13,0,0,0,0,Alex Perez,27.0,167.6,56.7,165.1,5,0,2,9,16,23,1,1,1,0,93,0,6,0,1,2,2,2,9,0,0,0,0
Angela Hill,3,2,266,566,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Kevin MacDonald,"January 25, 2020","Raleigh, North Carolina, USA",2.8,1.45,Hannah Cifers,27.0,154.9,52.2,157.5,5,0,46,108,50,114,0,0,0,0,0,16,67,12,19,18,22,43,100,3,8,0,0,Angela Hill,35.0,160.0,52.2,162.6,5,0,70,155,80,170,1,1,0,0,186,57,136,12,18,1,1,38,106,3,6,29,43
Jamahal Hill,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"January 25, 2020","Raleigh, North Carolina, USA",1.74,2.15,Jamahal Hill,28.0,193.0,93.0,200.7,2,0,101,233,102,236,0,0,0,0,2,49,167,40,53,12,13,101,232,0,1,0,0,Darko Stosic,27.0,182.9,93.0,193.0,4,0,31,72,32,81,6,9,0,0,139,20,56,3,7,8,9,25,59,0,1,6,12
Bevon Lewis,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kevin MacDonald,"January 25, 2020","Raleigh, North Carolina, USA",1.27,4.1,Bevon Lewis,28.0,190.5,83.9,200.7,0,0,36,82,94,146,0,3,0,0,502,16,56,14,20,6,6,22,58,14,24,0,0,Dequan Townsend,33.0,190.5,93.0,200.7,4,0,28,65,55,99,0,0,0,0,4,7,42,18,19,3,4,16,50,12,15,0,0
Arnold Allen,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wayne Spinola,"January 25, 2020","Raleigh, North Carolina, USA",1.43,2.95,Arnold Allen,26.0,172.7,65.8,177.8,0,0,63,131,68,137,0,1,0,0,81,58,124,5,7,0,0,61,128,2,3,0,0,Nik Lentz,35.0,172.7,70.3,172.7,0,0,49,172,63,190,0,9,0,0,77,25,140,16,23,8,9,42,162,7,10,0,0
Justine Kish,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Kevin MacDonald,"January 25, 2020","Raleigh, North Carolina, USA",2.5,1.59,Justine Kish,31.0,165.1,56.7,162.6,5,0,62,129,66,135,1,1,0,0,35,17,70,16,23,29,36,50,108,10,14,2,7,Lucie Pudilova,25.0,172.7,56.7,170.2,0,0,29,143,47,165,0,0,0,0,9,22,131,6,11,1,1,25,137,4,6,0,0
Montel Jackson,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"January 25, 2020","Raleigh, North Carolina, USA",1.14,6.0,Montel Jackson,27.0,177.8,61.2,190.5,0,1,75,103,96,130,11,15,0,0,637,64,91,9,10,2,2,32,47,43,55,0,1,Felipe Colares,25.0,172.7,61.2,175.3,4,0,7,28,8,31,1,8,3,0,82,2,17,4,8,1,3,6,23,1,5,0,0
Sara McMann,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Larry Carter,"January 25, 2020","Raleigh, North Carolina, USA",1.8,2.05,Sara McMann,39.0,167.6,61.2,167.6,4,0,38,50,62,84,3,5,1,0,804,22,32,15,17,1,1,1,8,1,1,36,41,Lina Lansberg,37.0,170.2,61.2,165.1,4,0,1,5,36,51,0,0,0,0,0,0,4,1,1,0,0,1,5,0,0,0,0
Brett Johns,3,3,173,773,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wayne Spinola,"January 25, 2020","Raleigh, North Carolina, USA",1.77,2.1,Brett Johns,27.0,170.2,61.2,180.3,0,0,36,47,65,80,6,9,3,1,441,33,43,2,3,1,1,3,11,8,8,25,28,Tony Gravely,28.0,165.1,61.2,175.3,0,0,26,44,43,66,5,7,0,0,249,9,25,6,7,11,12,5,18,21,26,0,0
Herbert Burns,3,1,163,163,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Larry Carter,"January 25, 2020","Raleigh, North Carolina, USA",2.0,1.83,Herbert Burns,31.0,175.3,65.8,185.4,1,1,7,17,7,17,1,1,1,0,95,2,10,5,7,0,0,4,12,3,3,0,2,Nate Landwehr,31.0,175.3,65.8,182.9,5,0,4,9,6,11,0,0,0,0,33,3,8,1,1,0,0,3,8,1,1,0,0
